t1mt2,nm,lmbda,closeness,prob,label
-0.2761618058259119,8,0.34199501503489294,49.98448868967108,0.03933333333333333,false
6.697700861285652,10,0.5659155653472185,23.342116102521693,0.8103333333333333,true
6.00569318026098,4,0.9513022415865959,-18.619980706784858,0.0061333333333333335,false
-3.1293453322815075,9,0.2507566993540342,-28.77408943380262,0.7686666666666667,true
3.0545496888392543,2,0.4807182592368009,-30.09741679490486,0.0002,false
7.992005062552619,7,0.5582202129632219,-6.200597340693783,0.10206666666666667,true
-0.2508870710921318,6,0.2798984622122018,7.396335403293839,0.6831333333333334,true
-3.563692334802391,10,0.8354498585933632,1.1697724850014994,0.8942,true
-3.0332588864511427,6,0.3574243097559946,-33.338078051640174,0.6184,true
4.074484582941633,6,0.2686966708512608,-11.517822059598036,0.042133333333333335,false
-4.799232628590682,8,0.24123526672717865,-3.4914291271876294,0.006933333333333333,false
-5.97046948337885,9,0.9195380834006879,4.882966944819769,0.7952,true
4.19936853816149,9,0.20877126733405849,-18.569162036610912,0.0094,false
0.3832473602292614,5,0.8074168915712694,9.524893135112176,0.3161333333333333,true
-0.45005711283482963,5,0.8344497634767967,7.640424061949365,0.37033333333333335,true
-0.9151445519967432,6,0.9282309198722141,1.9924626832842316,0.6916666666666667,true
-3.3389698983685943,6,0.317512276154839,-18.707421771181714,0.6391333333333333,true
3.152850945812453,8,0.9000688827283638,1.2912533630431833,0.9542,true
-7.960941021646754,1,0.7475113185661542,-5.416782835674356,0.15386666666666668,true
-2.346184397841826,2,0.5718181157970175,-8.146662600608053,0.3034,true
-2.322021619142049,7,0.7602382316098613,4.9527759233091135,0.5938,true
-2.9147151396121416,5,0.0902760777680347,-52.47094320553164,0.00013333333333333334,false
3.417069665736887,5,0.47633229023723866,-24.410817528220598,0.0027333333333333333,false
-5.737761503560171,3,0.5024845607682102,31.60920316561899,0.0,false
3.8050979720804117,6,0.5472401069953967,3.5043078058730073,0.6318,true
-4.343093580507871,3,0.6590759560400286,11.929472592180279,0.05686666666666667,false
6.678733619095942,6,0.8166229536624086,-27.496174426702474,0.00013333333333333334,false
4.069904482507165,8,0.5539521663469567,-11.2907445531906,0.29286666666666666,true
-4.572070645014752,6,0.3188570221762814,-4.836535066486365,0.14866666666666667,true
-3.7821242871816207,5,0.03226859614259259,-337.10658222461694,0.0,false
1.954237352247008,10,0.6459362244981137,15.075307644314991,0.6358666666666667,true
-1.050268925266069,10,0.7107178224341832,-3.170815597034366,0.8520666666666666,true
0.04416346403850824,8,0.21175121489072946,61.3486366042323,0.15673333333333334,true
1.7431966679456359,5,0.5107117308804738,-7.617351927367541,0.37666666666666665,true
-1.835473330755888,7,0.32568117645759886,-1.2350142266672908,0.5907333333333333,true
-8.806978562767927,1,0.97485511631592,5.729598191275068,0.06273333333333334,false
3.9593205965927476,4,0.15554398328977492,-48.96266853682878,0.0,false
-0.6259366165522895,2,0.6516741495396705,9.832992020297059,0.0508,false
3.9604328609049446,8,0.4514109415778531,-6.175709248545482,0.38,true
0.3577914125962067,5,0.2132872913169448,-0.3577914125962067,0.8336666666666667,true
0.003642320571752844,2,0.7250330174870481,19.305823127669154,0.005333333333333333,false
0.0063975198179289094,8,0.6166629215708559,-11.357817809801563,0.5923333333333334,true
1.1803867253724758,3,0.36381232712955014,-1.1803867253724758,0.4129333333333333,true
-1.7956599758136482,8,0.363104737728841,45.860080892151196,0.009,false
-5.526275539806422,1,0.1780134436199199,-22.56149074528158,0.0,false
-2.2346522778852633,2,0.29731954595801824,22.41496023801919,0.012533333333333334,false
0.24559320130840723,5,0.8944624409754776,10.93430607886065,0.14,true
-1.6032030894967937,9,0.47957589845606674,24.540135565488796,0.15846666666666667,true
-3.665852276835115,10,0.6361215231567463,11.525985628694604,0.43993333333333334,true
5.545218228601874,8,0.7892566663945899,-13.14730796122162,0.1856,true
6.8732115540988,1,0.5541335333279394,-15.89630743131757,0.0002666666666666667,false
-4.237592939108493,7,0.6768134948563962,-1.67245470385215,0.7340666666666666,true
0.24186803499762988,10,0.7993422105982562,3.511217890184143,0.8832,true
-4.143393967304201,5,0.9304356636540478,-10.90332075665488,0.1862,true
2.318721324028439,2,0.5910119048286877,23.061478088956214,0.0162,false
3.5862225750554555,6,0.9808327697489285,-6.644847951905307,0.43646666666666667,true
-1.338066457212168,2,0.9547743310307564,-7.040876859543479,0.10646666666666667,true
-2.2375654708140758,1,0.20812897762313964,26.26113036360632,0.0003333333333333333,false
0.8941628095304632,6,0.03839321976433796,337.7072902542008,0.20513333333333333,true
-4.344697032739523,7,0.9157009373813112,-3.2997201718757196,0.7361333333333333,true
-5.738071950441613,7,0.7355057465263697,11.17650668584798,0.0992,true
-0.9986272724737839,9,0.32453126159898393,59.544604958524495,0.007333333333333333,false
-0.19962678488544494,9,0.09968018746387619,-39.92870866241283,0.8375333333333334,true
-0.6426677850087192,4,0.0042691870642606045,-233.59396437652754,0.0,false
-2.4221906331968253,9,0.7510694049105038,-14.886462754899922,0.4451333333333333,true
-2.127918266586637,9,0.9291188283259846,9.6619384441909,0.4716666666666667,true
-6.745504984742967,6,0.6666824268217251,-9.754104960640321,0.7963333333333333,true
2.6483780978053133,7,0.6106172512603354,-5.923752312785204,0.5667333333333333,true
0.7337107837414152,3,0.4504084922185092,-16.275158427237557,0.11553333333333334,true
-0.8399141999048849,2,0.495336562416985,14.97171978648149,0.09393333333333333,true
1.9738330273026006,10,0.8718884224470849,-1.9738330273026006,0.9722,true
3.2709024655263166,2,0.143065190136487,-3.2709024655263166,0.0008666666666666666,false
7.17398376621145,3,0.7244290517523524,10.771182801244322,0.37726666666666664,true
